filename,tokens
utt_0000.wav,97 53 5 33 65 62 51 38 61 45 74 27 64 17 36 17 96 12 79 32 68 90 77 18 39 12 93 9 87 42 60 71 12 45 55 40 78 81 26 70 61 56 66 33 7 70 1 11 92 51 90 85 80 0 78 63 42 31 93 41 90 8 24 72 28 30 18 69 57 11 10 40 65 62 13 38 70 37 90 15 70 42 69 26 77 70 75 36 56
utt_0001.wav,76 49 40 73 37 39 7 0 4 79 5 19 76 21 8 11 86 96 16 19 4 10 89 69 87 50 90 67 35 66 30 27 86 75 53 74 35 57 63 84 82 89 45 10 41 78 14 62 75 80 42
utt_0002.wav,31 2 93 34 14 90 28 47 21 42 54 7 12 18 89 28 5 73 81 68 77 87 9 3 15 81 24 77 73 20 13 84 14 60 93 36 93 39 38 91 15 61 26 93 7 86 2 69 54 79 12 33 8 28 9 82 38 44 55 23 7 64 59 5
utt_0003.wav,12 89 50 25 33 45 93 60 72 21 89 86 26 98 7 86 20 20 43 67 32 15 76 56 85 22 1 60 87 52 72 65 39 83 45 49 84 32 19 71 88 1 58 94 10 42 94 5 69 35 17 30 97 61 45 78 36 86 45 75 81 79 16 91 39 49 95 53 83 10 0 76 24 89 42 20 30 28 81 57 48 90 86 72 53 4 51 89 72 53 98 84 90 5 21 57 8 33 89 20 57 67 62 71 77 96 0 4 63 41 39 59 6 53 24 70
utt_0004.wav,92 16 1 51 86 53 40 0 27 1 91 96 0 86 67 78 12 24 15 77 83 25 38 35 88 23 12 60 50 80 10 2 35 57 14 32 17 83 66 83 82 44 14 19 35 2 5 5 26 87
utt_0005.wav,28 58 81 39 70 26 48 8 54 5 91 82 58 81 55 47 68 37 39 7 0 4 79 5 19 76 21 43 47 91 11 43 99 79 4 5 34 20 19 74 37 46 50 70 16 37 14 61 93 30 6 39 22 66 93 9 38 51 42 38 53 13 12 71 61 60 43 43 15 61 14 89 63
utt_0006.wav,4 38 42 94 87 19 21 80 72 48 81 11 8 10 25 95 28 7 49 1 12 50 71 66 37 57 62 74 91 86 27 54 10 47 28 33 74 99 21 55 24 45 14 8 89 3 67 57 96 86 25 15 63 50 32 26 82 5 27 79 18 13 25 58 48 46 69 19 13 76 62 18 72 51 81 87 54 66 63 86 41 63 63 81 85 25 69 78 28 1 43 90 95 40
utt_0007.wav,4 67 18 32 77 19 48 74 37 91 90 60 8 10 66 5 8 28 16 5 38 1 97 57 42 20 19 83 58 47 64 48 67 64 4 73 11 86 66 97 76 9 95 54 96 26 37 68 76 53 61 49 77 75 29 2 84 0 94 23 38 64 72 32 42 8 63 33 38 98 52 49 49 7 20 82 16 30 36 93 42
utt_0008.wav,4 61 53 18 37 39 7 0 4 79 5 19 76 21 78 59 49 58 6 12 60 99 19 2 4 76 79 16 80 41 13 89 70 83 44 24 49 99 99 62 14 7 78 89 59 78 80
utt_0009.wav,83 15 87 91 79 37 16 49 37 95 87 15 66 24 4 50 56 47 96 24 58 45 80 9 5 5 62 32 3 66 85 72 73 27 29 11 99 80 99 64 89 67 53 64 39 14 18 54 72 54 10 13 53 8 12 53 99 19 93 3 57 55 87 53 3 63 41 92 32 10 45 9 15 45 88 3 44 44 22 1 29 46 9
utt_0010.wav,18 26 0 26 84 86 93 15 95 0 37 47 88 3 77 29 18 23 58 14 61 44 90 33 16 3 26 46 42 60 37 37 70 81 41 23 75 10 13 68 74 39 20 48 18 16 28 40 65 31 30 96 23 37 47 53 84 5 16 76 2 50 9 89 9 16 53 38 70 53 94 18 75 54 38 81 45 10 31 56 80 47 81 67 7 48 52 1 53 93 41 56 26 77 99 84 14 25 12 62 55 10 14 88 19 89 57 51 23 98 53 55 22 31 58 43
utt_0011.wav,18 45 59 80 81 11 61 96 26 37 0 89 57 79 59 0 27 38 14 98 80 38 69 77 19 54 90 96 60 11 86 63 97 29 69 97 51 35 80 2 15 34 85 5 0 32 50 67 74 90 50 56 13 95 32 45 36 96 86 25 76 10 4 9 33 39 68 43 15 67 31 97 20 8 53 37 36 66 17 73 66 80 26 68 13 52 81 69 51 94 99 35 37 56 47 72 80 17 20 15 89 15 48 51 75 59
utt_0012.wav,71 85 38 45 80 60 95 53 27 61 62 88 64 40 63 83 7 56 38 18 95 63 6 79 27 3 45 60 50 1 67 8 87 10 87 94 85 50 0 46 5 14 79 0 34 81 89 37 93 29 18 96 73 36 24 13 55
utt_0013.wav,91 42 49 21 42 53 82 87 55 18 57 90 18 67 40 16 26 23 56 44 49 54 62 49 93 28 25 56 26 75 90 6 49 4 29 81 10 23 46 7 95 81 86 22 29 78 38 78 11 90 65 96 36 98 45 52 58 6 80 89 66 85 83 70 94 55 74 58 62 32 90 60 27 43 34 5 5 6 20 44 0 37 83 0 17 8 54 87 28 77 50 71 28 58 24 43 77 13
utt_0014.wav,10 40 41 68 58 41 32 3 66 5 24 47 10 26 67 44 24 25 32 86 93 94 38 39 66 49 32 61 44 91 30 5 39 70 9 1 58 63 92 56 6 52 63 58 56 15 10 10 30 12 97 19 52 27 56 78 9 54 71 96 50 5 23 31 62 28 16 35 45 40 55 13 71 36 78 69 25 91 37 99 56 65 77 59 68 81 33 34 29 2 15 78 91 12 22 93 53 31 27 36 94 84 0 94 68 65 54 6 15 49 82 34 15 94 72 45 29
utt_0015.wav,84 36 28 94 30 8 66 39 86 41 29 47 80 61 36 74 21 17 1 70 64 41 46 74 81 3 16 50 19 22 65 9 17 97 26 99 63 72 98 89 27 30 93 16 29 97 49 45 77 75 16 80 63 13 78 3 67 76 45 62 58 39 1 28 71 83 20 84 63 94 61 69 40 90 10 33 17 77 51 90 24 40 37 49 7 26 4 40 92 95 31 43 56 85 92 84 84 28 33 44 85 20 39 2 45 73 69 7 93
utt_0016.wav,19 45 2 62 80 7 3 30 5 1 28 83 41 8 7 44 84 54 17 27 57 55 18 45 39 22 83 42 93 95 52 48 1 52 33 68 68 94 87 90 59 97 5 72 15 52 49 21 0 64 17 79 84 65 93 89 18 10 42 30 22 31 2 21 95 87 71 21 91 10 54 76 13 79 80 58 90 19 78 77 5 32 43 94 93 48 3 80 4 63 11 45 37 85 19 58 30 64 45 20 94 96 51 43 34 63 50 1 39 67 36 70 60 4 98 68 73 70 33 87
utt_0017.wav,58 50 92 20 13 84 14 60 93 36 93 39 38 87 87 74 89 99 37 87 97 26 97 67 66 43 49 32 26 14 72 42 31 75 86 92 68 87 45 20 19 42 95 1
utt_0018.wav,6 72 19 44 46 37 80 37 41 63 51 76 55 21 0 18 72 5 56 16 43 1 92 61 85 84 99 32 95 78 24 8 70 54 35 22 67 21 8 84 81 20 74 14 64 80 69 77 49 96 55 34 39 36 1 54 99 91 35 33 68 67 70 40 43 24 90 55 18 0 96 65 19 84 89 72 49 46 59 4 71 52 81 78 97 29 2 46 67 20 87 24 80 45 80 89 63 2 93 94 31 73 30 35 23 97 53 9 73 57 30 95 91 57
utt_0019.wav,90 12 24 21 56 8 54 81 50 34 32 55 96 99 45 78 41 11 39 3 63 1 97 32 25 97 50 49 55 99 81 80 86 49 89 4 74 59 45 72 16 72 90 35 41 3 50 60 66 17 5 10 72 44 46 0 8 24 91 14 85 69 60 5 40 3 40 50 16 97 81 35 52 85 18 76 18 51 39 65 7 20 16 17 61 90 82 91 97 92 5 93 66 5 71 88 95 89 80 49 23 44 74 10 10
utt_0020.wav,22 33 25 33 41 89 90 32 33 66 58 19 96 57 70 19 4 80 74 22 82 65 4 96 40 9 24 82 58 78 30 58 66 20 90 42 83 17 60 98 71 7 69 10 66 43 0 99 10 13 54 77 45 72 57 42 48 65 46 81 15 17 40 2 23 93 16 2 43 77 24 5 52 82 7 89 39 49 6 76 98 91 21 45 9 52 6 56 45 77 79 96 32 86 39 72 58 52 23 3 58 33 24 49 8 45 12 15 3 44 2
utt_0021.wav,51 78 88 83 1 41 58 70 95 88 63 60 10 6 68 51 33 3 82 66 12 10 42 45 12 60 4 19 66 80 36 4 0 48 43 20 70 89 18 20 22 99 20 81 87 31 79 42 20 13 84 14 60 93 36 93 39 38 42 21 30 45
utt_0022.wav,20 53 59 46 72 17 49 72 98 1 20 74 0 87 49 91 22 19 2 3 41 65 0 4 6 99 14 73 78 18 99 19 86 48 3 53 55 72 87 42 91 31 17 46 65 27 68 51 9 16 52 72 84 44 12 55 55 31 60 48 28 50 30 82 61 50 74 8
utt_0023.wav,35 67 47 69 2 77 78 99 60 30 35 5 78 41 50 80 13 68 6 18 91 50 3 98 53 93 50 55 13 91 58 77 59 20 21 43 60 52 20 75 36 97 64 14 47 44 18 80 45 98 60 80 66 96 6 25 32 22 92 74 41 37 48 81 5 37 70 55 4 87 52 34
utt_0024.wav,93 26 44 17 16 14 78 45 21 3 55 73 50 59 9 82 90 90 87 9 99 54 69 92 70 17 21 19 26 21 29 3 67 17 63 45 79 94 36 91 42 87 15 52 98 33 20 43 80 64 42 68 88 18 48 94 95 71 39 30 48 44 49 60 65 39 52 52 12 87 19 18 0 74 76 81 90 66 13 89 99 82 89 26 76 82 77 65
utt_0025.wav,34 88 93 78 21 48 10 4 1 14 46 92 61 40 13 86 57 47 74 89 32 85 62 99 29 20 71 70 9 99 65 21 3 82 21 66 52 77 84 26 56 90 87 51 33 2 75 17 49 21 56 72 6 48
utt_0026.wav,82 75 51 42 29 64 58 5 61 79 13 34 64 62 70 82 50 60 33 23 29 69 46 20 38 77 18 58 8 8 61 50 72 52 71 11 33 61 29 14 37 18 46 12 17 84 7 85 17 75 71
utt_0027.wav,0 4 51 71 89 96 77 62 91 88 13 60 71 44 99 43 12 87 0 30 29 63 39 35 28 1 63 45 65 43 11 9 39 73 54 28 94 47 48 97 18 29 36 25 95 99 61 84 45 36 49 78 16 99 15 51 45 64 60 29 83 90 47 80 45
utt_0028.wav,35 45 51 98 98 91 36 13 61 37 15 57 19 77 99 84 14 25 12 62 55 10 14 49 59 65 59 72 79 28 86 51 64 39 62 29 40 66 87 0 11 60 40 50 29 55 6 73 98 5 52 11 33 25 92 41 22 14 23 89 46 3 29 5 1 48 68 0 16 14 77 77 25 10 94 59 25 0 66 79 53 8 68 22 29 29 53 48 60 0 55 26 48 97 5
utt_0029.wav,34 3 74 44 90 47 43 86 58 82 17 76 66 11 32 13 91 13 34 3 88 18 79 98 84 17 48 26 73 84 40 25 53 65 64 15 71 13 88 60 15 65 57 60 22 58 70 43 16 53 32 48 10 72 64 42 29 58 31 44 61 99 52 3 57 92 0 70 51 97 99 57 28 54 30 32 61 60 18 29 56 36 46 83 62 76 19 66 87 11 24 38 66 80 86 15 7 19 43 4 42 79 20 98 59 49 86 24 52 63 24 21 50 6 98 43 97 87
utt_0030.wav,24 92 41 23 66 69 91 76 74 55 19 81 88 79 63 84 73 27 76 56 4 31 62 77 40 71 93 25 0 5 7 17 31 56 86 78 28 84 87 13 96 66 54 82 81 36 87 43 63 87 24 20 47 71 45 91 56 50 56 84 40 59 8 18 28 96 14 96 19 50 59 90 69 26 47 90 5 2 51 26 11 52 74 72 52 69 26 81 0 85 17 67 82 62 39 48 69 68 8 10 77 93 63 96 1 26
utt_0031.wav,78 96 46 39 10 95 2 98 30 78 3 75 65 47 19 59 33 14 75 57 35 28 48 49 95 64 43 29 75 33 11 5 19 40 80 74 72 62 8 67 61 55 40 49 93 3 14 55 77 85 17 97 18 3 15 90 55 31 4 80 34 33 49 14 44 37 47 78 81 24 95 69 69 7 43 65 70 1 20 63 2 81 33 42 17 44 12 78 71 53 97 8 32
utt_0032.wav,13 66 9 75 16 62 4 66 28 44 12 71 90 27 22 88 84 77 99 84 14 25 12 62 55 10 14 92 44 70 25 27 59 40 16 35 71 85 99 98 0 10 84 41 39 90 41 4 10 78 1 37 14 21 91 35 25 65 70 44 57 11 53 64 68 52 15 10 75 59 41 22 37 30 80 55 86 89 36 4 2 1 81 34 9 84 40 40 70 83 36 6 90 31 88 66 17 33 76 7 49 53 35 74 28 32 40 68 62 57 90 15 54
utt_0033.wav,21 66 6 29 90 61 49 3 30 10 39 12 23 16 56 1 96 46 67 52 15 67 31 63 36 34 51 55 60 89 7 21 90 67 45 25 31 19 28 38 18 23 70 32 69 3 23 29 92 53 90 20 31 97 71 16 74 87 21 95 31 67 99 38 90 94 2 92 58 25 7 52 21 48 64 49 27 49 68 67 63 13 16 11 68 1 10
utt_0034.wav,95 31 95 50 57 86 35 52 44 84 50 33 92 9 97 20 75 31 94 26 5 97 6 65 8 88 57 31 57 90 99 97 84 17 76 80 65 37 1 76 18
utt_0035.wav,85 45 46 38 64 82 88 32 17 2 61 93 25 77 50 43 60 38 56 17 60 37 89 42 44 81 77 48 50 74 51 89 64 38 86 96 72 30 24 55 27 33 65 21 65 17 76 66 96 68 99 64 82 60 43 33 55 38 58 83 67 6 93 24 32 58 88 8 2 25 76 13 32 0 27 23 79 22 84 46 78 34 1 86
utt_0036.wav,2 77 21 39 30 50 63 94 46 45 11 74 55 14 89 3 98 22 1 76 68 34 45 94 26 49 25 40 23 22 63 84 19 78 75 64 52 75 80 29 0 6
utt_0037.wav,77 4 82 82 82 17 64 10 20 13 84 14 60 37 39 7 0 4 79 5 19 76 21 62 61 77 42 34 82 9 58 96 20 13 65 33 71 91 51 77 57 53 85 20 77 53 98 16 87 84 99 14 74 98 14 23 95 61 37 87 93 12 87 97 54 33 35 14 81 45 65 68 9 1 5 77 1 99 17 15 52 49 61 3 40 80 17 10 89 50 82 74 95 28 6
utt_0038.wav,52 3 6 76 51 16 71 93 90 38 52 51 69 7 95 57 69 18 71 16 82 26 75 21 11 73 60 36 34 32 27 51 87 1 81 6 67 99 99 8 1 81 36 19 98 18 97 64 17 14 42 0 94 41 18 42 74 96 8 11 47 26 32 57 42 87
utt_0039.wav,60 68 67 10 10 40 56 49 99 51 69 61 70 54 66 9 28 18 82 51 65 40 18 9 18 19 4 49 82 72 14 85 8 67 34 72 38 45 85 93 61 51 75 40 95 85 79 59 65 44 29 99 64 4 92 49 46 43 65 0 31 73 9 60 14 47 55 98 79 31 69 3 66 64 14 5 72 45 5 46 23 43 34 62 61 96 53 0 82 98 30 83 83 61 95 92 44 87 92 20 5 97
utt_0040.wav,67 84 21 49 89 36 87 74 61 27 3 90 58 79 76 85 22 78 56 40 74 41 55 72 98 80 18 65 54 50 30 47 48 37 30 27 32 30 68 75 47 58 30 76 43 79 81 18 41 31 18 97 32 70 22 68 90 90 76 14 57 61 26 88 23 76 45 77 31 90 11 69 63 26 37 49 34 65 25 45 52 40 93 2 5 24 25 77 20 71 58 10 32 64 36 88 62 53 40 86 95
utt_0041.wav,6 14 7 42 20 97 34 78 92 71 56 39 70 53 61 47 28 86 11 92 10 80 11 64 2 84 74 65 42 93 76 12 72 30 2 5 12 93 39 11 75 50 90 16 98 73 78 67 25 35 37 20 23 75 28 17 16 29 33 63 38 18 94 78 34 26 10 17 84 52 23 37 39 7 0 4 79 5 19 76 21 94 34 10 92 89 79 88 35
utt_0042.wav,94 28 0 18 26 94 73 86 0 53 16 18 62 68 5 64 40 28 85 22 58 40 85 56 29 83 81 93 35 86 90 24 12 44 62 34 45 68 75 36 27 36 70 50 8 22 48 14 75 83 12 66 17 91 58 18 54 33 93 68 24 97 22 94 8 33 56 41 48 65 6 44 49 94 92 49 70 16 98 90 91 69 72 19 83 4 39 78 56 66 97 73 53 26 59 26 50 11 12 68 51 15 64 86 59 95 83 21 4 25 29 30 12 76 48 52
utt_0043.wav,70 27 67 25 27 62 11 24 12 65 16 77 24 70 73 66 81 79 55 76 50 82 33 86 60 81 80 77 3 44 44 98 26 89 82 4 25 56 27 66 87 27 0 18 30 58 60 11
utt_0044.wav,35 83 37 50 42 94 92 85 91 38 85 11 78 15 63 47 78 79 83 11 29 17 52 30 2 62 36 18 66 81 47 94 86 18 14 65 41 40 87 92 9 46 24 25 37 66 89 54 83 92 94 48 50 4 18 56 9 36 80 84 19 67 24 77 62 44 19 74 19 73 54 33 94 27 14 20 17 56 68 54 22 4 38 96 60 73 10 87 46 82 12 12 63 31 66 5 3 90 87 75 11 59 33 94 74 32 89 71 48 20 30 80 15 86 74 93 99
utt_0045.wav,20 63 83 80 31 1 28 18 90 76 86 98 18 81 19 97 75 79 22 8 13 35 12 34 79 59 73 99 33 74 53 5 90 9 18 57 7 44 42 32 81 52 49 2 37 83 30 27 99 11 75 92 18 31 66 27 57 40 1 97 32 53 74 66 70 16 90 42 91 77 99 84 14 25 12 62 55 10 14 34 30 82 33 99 39 10 47 18 57 3 49 82 57 6 80 99 98 36 65 79 98 54 59 78 72 95
utt_0046.wav,24 20 0 34 13 49 90 32 25 62 60 33 65 51 16 77 63 34 22 88 1 26 43 33 90 90 13 84 3 55 39 41 79 92 24 42 52 99 16 82 15 31 45 97 92 60 56 77 54 65 16 10 80 64 4 93 70 31 57 16 12 1 67 89 49 83 61 30 50 81 92 12 53 7 86 37 76 21 38 35 67 15 71 85 86 43 0 18 0 11 43 96 43 57 25 31 47 85 73 59 33 69 21 57 51 1
utt_0047.wav,0 13 42 92 26 39 69 14 64 99 38 11 13 69 78 36 94 7 31 14 87 21 56 21 21 59 33 88 21 56 90 73 3 71 48 2 15 12 39 10 80 98 48 26 32 92 49 29 59 82 76 64 71
utt_0048.wav,23 54 81 1 75 53 77 29 36 44 65 40 60 80 97 94 59 95 91 32 44 34 99 20 23 28 59 41 82 2 47 60 79 89 36 86 31 20 13 84 14 60 93 36 93 39 38 42 70 17 4 62 52 59 56 47 1 25 72 26 8 62 16 84 11 92 66 88 85 70 51 78 35 26 10 54 2 69 61 91 95 43 94 0 25 78 37
utt_0049.wav,57 90 65 89 36 8 4 11 44 48 82 52 48 82 89 97 81 98 29 36 62 51 70 0 80 55 81 36 86 62 19 51 86 55 50 91 98 75 92 76 38 60 70 47 38 53 74 82 98 21 44 4 54 56 56 39 8 87 29 42 29 48 3 79 43 19 23 63 8 99 12 22 77 4 29 83 22 1 83 66 86 55 86 55 22 37 50 56 39 68 4 20 61
